center,sigma,amplitude,ecenter,esigma,eamplitude,base_on_line,value_on_line,noise_on_block,snr,relative_power,area,earea,ew,cluster_probability
0.2589630446712403,0.0014847886181598787,3.0397365154055493,0.3993320771922678,0.2858925103045371,1373.835889789437,-1.855637124418682,0.015045685170038237,1.0953037662199232,2.775245196039259,-1.0163487505691975,0.011313331281250985,5.55784492997974,-5.040534830147023,0.75
1.2345897289983925,0.0030227358544980152,1.7210127135854287,0.011102771050777801,0.006935020090433449,9.14043274237358,-0.22007503942084056,0.8625877822472428,0.7287328833759292,2.361650959968572,1.6850449018418978,0.01303989847896532,0.0754415288017787,-24.597552000480423,0.75
1.1975008611016094,0.004519965377729136,1.7860040853110715,0.0029840818645742867,0.003098418297021575,0.9939168753981622,-0.295576530759007,1.4503511289889708,0.7287328833759292,2.4508350399082115,1.511920735374793,0.02023519949293358,0.017866667536261024,-135.75895579686522,0.75
1.2903375231019067,0.0012359979464639642,10.786195470085524,0.02845841119350225,0.05209540898475197,1826.016083587887,-0.021589613193956345,2.3129389112362135,0.7773858156173453,13.874957908152574,1.0188444539751338,0.033417654899274354,5.830040812957676,-1621.9787800811698,1.0
1.3174898755219777,0.0016376298477028752,72.41491132190886,0.0005659357959782651,0.0023574367650152344,968.7969791187187,0.027307068061075787,0.7251755644944854,0.5922891794645141,122.26276257043705,0.9274213998312859,0.2972580897672357,3.999799067307009,,1.0
1.4109433335240142,0.0024924862732865587,1.5557518021768066,0.005200670339233754,0.006466011586580104,3.6780216189724513,0.16464405738798293,1.4503511289889708,0.9491353804516036,1.6391252862542873,0.7961058227580949,0.00971992742324684,0.034115504116219234,60.575530398881625,0.75
1.438579331176732,0.002162497845193066,5.20652835984681,0.056107473316782716,0.05614236599892246,688.6538463158917,0.16917428086167302,1.175526693483456,0.9596797853808674,5.425276679950593,0.7483837907620152,0.028222394346811078,3.8041311367203203,59.48607836626471,1.0
1.497756395946794,0.0005634107896866533,0.6942208436284948,54.407752732023866,118.73813965422846,211.39805662236583,0.27476885074933644,0.9007022579779416,1.1875026521004035,0.584605720585623,0.5324957819731735,0.0009804213114039749,206.622816326676,11.390170475746936,0.75
1.529822464626023,0.0011806391004416145,1.6647580176697516,1366.7049196769487,4544.978080521434,28590312.320727132,0.3472919656744028,0.587763346741728,0.8166532351233352,2.0385127322961396,0.25717342907336743,0.004926723751758858,86710.42749549133,3.462089185809609,0.75
1.6565982014398433,0.0017588379239744636,1.6214700986455772,9125.774910322698,5021.295663476755,5530210.009970757,0.5782347278090534,2.0,0.6911657852923397,2.3459930065255623,0.5514491201501821,0.007148660952202784,31795.643863403006,24.58800635646805,0.75
1.7052992538959635,0.0017547660937636317,4.07115217008447,0.04188570011403097,0.12280908078369196,570.0395098870597,0.7041023560203586,0.8625877822472428,0.9340389774346972,4.3586534057344535,0.10115939480038631,0.017907151338855187,2.8031082186848324,20.537794470601654,1.0
1.7202014878377372,0.001256186513236462,11.245090435090768,0.0027612903435424805,0.008557588872806594,301.39167207482143,0.754262824645585,2.8625877822472425,0.8582978017957128,13.101618589216963,0.5829173462635445,0.03540845791143333,0.9791952820911537,41.9281491400717,1.0
1.7519430810362369,0.00251397533618546,5.795490110073639,0.0011888440297692852,0.0007060610690033259,1.2224743343478368,0.7953499416814317,6.450351128988971,1.3629620803551932,4.252128649509686,0.7804629437720255,0.0365208700947195,0.012827768710338684,43.30115218903024,1.0
1.8404115737348905,0.0015573083724519583,4.914110851257079,0.26143790824391433,0.4946442337104016,3913.478551846547,0.8631251281461725,2.8625877822472425,1.0998305136518114,4.468061933416049,0.536665787780717,0.019182689696662657,16.446867427720687,16.505911949788633,1.0
1.9653580125423875,0.00301439648197046,4.426031788710262,1.382759572642316,0.38898680557519943,1411.5686314116444,0.7625877822472428,3.587763346741728,0.8830555243015784,5.012178359011881,0.649413226824075,0.033442969844039924,11.505778677341665,111.14154737786755,1.0
