# Plot Type : plot_data 
# 
# X-axis    : \frEnergy (keV) 
# Y-Axis    : \frCounts s\u-1\d keV\u-1\d 
# Residual  : NONE 
# 
# Index-   1,  Model Plotted-       no,  Data File: heg_m1.pha/part=1/order=-1,   Scale: 1.0000e+00 
# 
# Background included in data and model-    no 
# 
# XAXIS_COLS   :   1 set  (X 2 columns - bin_lo, bin_hi)
# DATA_COLS    :   1 set  (X 2 columns - Data, Error)
# 
#         X_LO          X_HI    DATA_VALUE    DATA_ERROR
0.5772075653076172  0.5772747397422791           0.0  1.6442555553436855
0.5772747397422791  0.5773419737815857           0.0  1.642797881979019
0.5773419737815857  0.5774091482162476           0.0  1.6442555553436855
0.5774091482162476  0.577476441860199           0.0  1.641342790852377
0.577476441860199  0.5775436758995056           0.0  1.642797881979019
0.5775436758995056  0.5776109099388123           0.0  1.642797881979019
0.5776109099388123  0.5776782035827637           0.0  1.641342790852377
0.5776782035827637  0.5777454972267151           0.0  1.641342790852377
0.5777454972267151  0.5778127908706665           0.0  1.641342790852377
0.5778127908706665  0.5778801441192627           0.0  1.6398902751082598
0.5778801441192627  0.5779474973678589           0.0  1.6398902751082598
0.5779474973678589  0.5780148506164551           0.0  1.6398902751082598
0.5780148506164551  0.5780822038650513           0.0  1.6398902751082598
0.5780822038650513  0.5781496167182922           0.0  1.6384403279154143
0.5781496167182922  0.5782170295715332           0.0  1.6384403279154143
0.5782170295715332  0.5782844424247742           0.0  1.6384403279154143
0.5782844424247742  0.5783519148826599           0.0  1.6369929424667258
0.5783519148826599  0.5784193277359009           0.0  1.6384403279154143
0.5784193277359009  0.5784868001937866           0.0  1.6369929424667258
0.5784868001937866  0.5785542726516724           0.0  1.6369929424667258
0.5785542726516724  0.5786218047142029           0.0  1.6355481119791115
0.5786218047142029  0.5786893367767334           0.0  1.6355481119791115
0.5786893367767334  0.5787568688392639           0.0  1.6355481119791115
0.5787568688392639  0.5788244009017944           0.0  1.6355481119791115
0.5788244009017944  0.578891932964325           0.0  1.6355481119791115
0.578891932964325  0.5789595246315002           0.0  1.6341058296934161
0.5789595246315002  0.5790271162986755           0.0  1.6341058296934161
0.5790271162986755  0.5790947675704956           0.0  1.632666088874303
0.5790947675704956  0.5791623592376709           0.0  1.6341058296934161
0.5791623592376709  0.579230010509491           0.0  1.632666088874303
0.579230010509491  0.579297661781311           0.0  1.632666088874303
0.579297661781311  0.5793653726577759           0.0  1.631228882810153
0.5793653726577759  0.5794330239295959           0.0  1.632666088874303
0.5794330239295959  0.5795007348060608           0.0  1.631228882810153
0.5795007348060608  0.5795684456825256           0.0  1.631228882810153
0.5795684456825256  0.5796362161636353           0.0  1.6297942048129586
0.5796362161636353  0.5797039866447449           0.0  1.6297942048129586
0.5797039866447449  0.5797717571258545           0.0  1.6297942048129586
0.5797717571258545  0.5798395276069641           0.0  1.6297942048129586
0.5798395276069641  0.5799072980880737           0.0  1.6297942048129586
0.5799072980880737  0.5799751281738281           0.0  1.6283620482182195
0.5799751281738281  0.5800429582595825           0.0  1.6283620482182195
0.5800429582595825  0.5801108479499817           0.0  1.626932406384841
0.5801108479499817  0.5801786780357361           0.0  1.6283620482182195
0.5801786780357361  0.5802465677261353           0.0  1.626932406384841
0.5802465677261353  0.5803144574165344           0.0  1.626932406384841
0.5803144574165344  0.5803824067115784           0.0  1.6255052726950296
0.5803824067115784  0.5804502964019775           0.0  1.626932406384841
0.5804502964019775  0.5805182456970215           0.0  1.6255052726950296
0.5805182456970215  0.5805861949920654           0.0  1.6255052726950296
0.5805861949920654  0.5806542038917542           0.0  1.6240806405541925
0.5806542038917542  0.5807221531867981           0.0  1.6255052726950296
0.5807221531867981  0.5807901620864868           0.0  1.6240806405541925
0.5807901620864868  0.5808582305908203           0.0  1.6226585033908352
0.5808582305908203  0.580926239490509           0.0  1.6240806405541925
0.580926239490509  0.5809943079948425           0.0  1.6226585033908352
0.5809943079948425  0.581062376499176           0.0  1.6226585033908352
0.581062376499176  0.5811304450035095           0.0  1.6226585033908352
0.5811304450035095  0.5811985731124878           0.0  1.62123885465646
0.5811985731124878  0.5812667012214661           0.0  1.62123885465646
0.5812667012214661  0.5813348293304443           0.0  1.62123885465646
0.5813348293304443  0.5814029574394226           0.0  1.62123885465646
0.5814029574394226  0.5814711451530457           0.0  1.6198216878254665
0.5814711451530457  0.5815393328666687           0.0  1.6198216878254665
0.5815393328666687  0.5816075205802917           0.0  1.6198216878254665
0.5816075205802917  0.5816757678985596           0.0  1.6184069963950514
0.5816757678985596  0.5817439556121826           0.0  1.6198216878254665
0.5817439556121826  0.5818122029304504           0.0  1.6184069963950514
0.5818122029304504  0.581880509853363           0.0  1.616994773885108
0.581880509853363  0.5819487571716309           0.0  1.6184069963950514
0.5819487571716309  0.5820170640945435           0.0  1.616994773885108
0.5820170640945435  0.5820853710174561           0.0  1.616994773885108
0.5820853710174561  0.5821536779403687           0.0  1.616994773885108
0.5821536779403687  0.582222044467926           0.0  1.615585013838129
0.582222044467926  0.5822904109954834           0.0  1.615585013838129
0.5822904109954834  0.5823587775230408           0.0  1.615585013838129
0.5823587775230408  0.5824272036552429           0.0  1.6141777098191061
0.5824272036552429  0.5824955701828003           0.0  1.615585013838129
0.5824955701828003  0.5825639963150024           0.0  1.6141777098191061
0.5825639963150024  0.5826324224472046           0.0  1.6141777098191061
0.5826324224472046  0.5827009081840515           0.0  1.6127728554154341
0.5827009081840515  0.5827693939208984           0.0  1.6127728554154341
0.5827693939208984  0.5828378796577454           0.0  1.6127728554154341
0.5828378796577454  0.5829063653945923           0.0  1.6127728554154341
0.5829063653945923  0.582974910736084           0.0  1.611370444236812
0.582974910736084  0.5830434560775757           0.0  1.611370444236812
0.5830434560775757  0.5831120014190674           0.0  1.611370444236812
0.5831120014190674  0.5831805467605591           0.0  1.611370444236812
0.5831805467605591  0.5832491517066956           0.0  1.6099704699151467
0.5832491517066956  0.583317756652832           0.0  1.6099704699151467
0.583317756652832  0.5833863615989685           0.0  1.6099704699151467
0.5833863615989685  0.583454966545105           0.0  1.6099704699151467
0.583454966545105  0.5835236310958862           0.0  1.6085729261044563
0.5835236310958862  0.5835922956466675           0.0  1.6085729261044563
0.5835922956466675  0.5836609601974487           0.0  1.6085729261044563
0.5836609601974487  0.5837296843528748           0.0  1.6071778064807751
0.5837296843528748  0.5837984085083008           0.0  1.6071778064807751
0.5837984085083008  0.5838671326637268           0.0  1.6071778064807751
0.5838671326637268  0.5839358568191528           0.0  1.6071778064807751
0.5839358568191528  0.5840046405792236           0.0  1.605785104742057
0.5840046405792236  0.5840734243392944           0.0  1.605785104742057
0.5840734243392944  0.5841422080993652           0.0  1.605785104742057
0.5841422080993652  0.5842110514640808           0.0  1.604394814608081
0.5842110514640808  0.5842798352241516           0.0  1.605785104742057
0.5842798352241516  0.5843486785888672           0.0  1.604394814608081
0.5843486785888672  0.5844175815582275           0.0  1.603006929820358
0.5844175815582275  0.5844864249229431           0.0  1.604394814608081
0.5844864249229431  0.5845553278923035           0.0  1.603006929820358
0.5845553278923035  0.5846242308616638           0.0  1.603006929820358
0.5846242308616638  0.5846931934356689           0.0  1.6016214441420344
0.5846931934356689  0.5847620964050293           0.0  1.603006929820358
0.5847620964050293  0.5848310589790344           0.0  1.6016214441420344
0.5848310589790344  0.5849000215530396           0.0  1.6016214441420344
0.5849000215530396  0.5849690437316895           0.0  1.6002383513578011
0.5849690437316895  0.5850380063056946           0.0  1.6016214441420344
0.5850380063056946  0.5851070880889893           0.0  1.5988576452737995
0.5851070880889893  0.5851761102676392           0.0  1.6002383513578011
0.5851761102676392  0.5852451324462891           0.0  1.6002383513578011
0.5852451324462891  0.5853142142295837           0.0  1.5988576452737995
0.5853142142295837  0.5853832960128784           0.0  1.5988576452737995
0.5853832960128784  0.5854524374008179           0.0  1.597479319717529
0.5854524374008179  0.5855215191841125           0.0  1.5988576452737995
0.5855215191841125  0.585590660572052           0.0  1.597479319717529
0.585590660572052  0.5856598019599915           0.0  1.597479319717529
0.5856598019599915  0.5857290029525757           0.0  1.596103368537755
0.5857290029525757  0.5857982039451599           0.0  1.596103368537755
0.5857982039451599  0.5858674049377441           0.0  1.596103368537755
0.5858674049377441  0.5859366059303284           0.0  1.596103368537755
0.5859366059303284  0.5860058665275574           0.0  1.594729785604418
0.5860058665275574  0.5860750675201416           0.0  1.596103368537755
0.5860750675201416  0.5861443877220154           0.0  1.5933585648085415
0.5861443877220154  0.5862136483192444           0.0  1.594729785604418
0.5862136483192444  0.5862829685211182           0.0  1.5933585648085415
0.5862829685211182  0.5863522887229919           0.0  1.5933585648085415
0.5863522887229919  0.5864216089248657           0.0  1.5933585648085415
0.5864216089248657  0.5864909291267395           0.0  1.5933585648085415
0.5864909291267395  0.5865603089332581           0.0  1.5919897000621424
0.5865603089332581  0.5866296887397766           0.0  1.5919897000621424
0.5866296887397766  0.5866990685462952           0.0  1.5919897000621424
0.5866990685462952  0.5867685079574585           0.0  1.5906231852981405
0.5867685079574585  0.5868379473686218           0.0  1.5906231852981405
0.5868379473686218  0.5869073867797852           0.0  1.5906231852981405
0.5869073867797852  0.5869768261909485           0.0  1.5906231852981405
0.5869768261909485  0.5870463252067566           0.0  1.589259014470269
0.5870463252067566  0.5871158242225647           0.0  1.589259014470269
0.5871158242225647  0.5871853232383728           0.0  1.589259014470269
0.5871853232383728  0.5872548818588257           0.0  1.5878971815529852
0.5872548818588257  0.5873244404792786           0.0  1.5878971815529852
0.5873244404792786  0.5873939990997314           0.0  1.5878971815529852
0.5873939990997314  0.5874635577201843           0.0  1.5878971815529852
0.5874635577201843  0.587533175945282           0.0  1.5865376805413816
0.587533175945282  0.5876027941703796           0.0  1.5865376805413816
0.5876027941703796  0.5876724123954773           0.0  1.5865376805413816
0.5876724123954773  0.587742030620575           0.0  1.5865376805413816
