center,sigma,amplitude,ecenter,esigma,eamplitude,base_on_line,value_on_line,noise_on_block,snr_peak,snr_area,relative_power,area,earea,ew,cluster_probability
0.8388602436873493,0.0006017380727193856,0.06960369961013312,0.0006186069361224284,0.0006191684222398771,0.061903233148608516,0.02862492922032236,0.08595197200257469,0.17179272806956805,0.40516091916269503,0.7352650860654258,0.5003368233072452,0.0001049856034697448,0.00014278605833380057,3.625551137271541,0.11
0.8414266519954107,0.00013517072799198028,1.311603210995013,5.554190865232219,74.10509220132481,3094020.3528957805,0.030301320529359573,0.19499224693244732,0.17369307968213502,7.551269246853686,4.129110916647968e-07,0.7310058971435441,0.0004444010313682915,1076.2632448950012,,1.0
0.8504748358942745,0.0008092205848194462,0.05975753648294378,0.0008548950087680966,0.0008439070962046627,0.05310793626965554,0.034862173475086314,0.08354638354223891,0.17179283647435892,0.3478464976149512,0.7298307219505512,0.411154491647333,0.00012121309521627603,0.00016608384872086638,3.267801455260343,0.11
0.8547688600558984,0.00014252141746296762,0.39941552322499213,0.010352977187635667,114.89647621569067,1376171.6827047395,0.035502719878590286,0.08265150940436464,0.16545807596478035,2.41399835514836,2.8260395710870155e-07,0.3990444507311098,0.00014269048261682896,504.9132506023053,,0.82
0.8609183022773872,0.0011787127414488955,0.04888305911334616,0.0012639184454807273,0.0012640050005667588,0.045394082024588236,0.03926862109359042,0.08157980381889797,0.16307262762762162,0.2997625035206475,0.7049418088523848,0.35011778395909526,0.00014442962666158594,0.00020488162972871648,3.5698721001452656,0.0
0.8660804161207353,0.00014186901647249837,0.7329365757224087,24.81602349748945,62.28669475936413,1398840.514729438,0.03963917454397069,0.1612934821909567,0.16393183837904893,4.4709836903535916,5.106233915521276e-07,0.6054481617066048,0.0002606416924017902,510.43821476631723,1.8237955172724893,1.0
0.8703700161915533,0.00015001316317755461,0.3286819299559696,0.12689484638849194,85.67155634008701,778579.401687938,0.03849456343733087,0.0798749239587438,0.15957886663178783,2.0596833208144667,4.1039730583866107e-07,0.3495863793255319,0.00012359335777191636,301.1553828779384,,0.82
0.8722449948595072,0.00014617107745043198,0.6516413845359446,19.349591761403893,37.2452845763551,720221.8114617226,0.03867066245265628,0.1587884520652831,0.15890839219874517,4.100736125508986,8.816520907462204e-07,0.608317270670805,0.00023875915882634586,270.8088160084357,1.9085169606055468,1.0
0.8789723034758712,0.00014584281857706678,0.7026484555597009,32.703708504359994,64.8281207394221,1405930.6931328718,0.03752811701101367,0.1565695311987454,0.1564613761891575,4.490874825939267,4.878806319038803e-07,0.6133068343985553,0.0002568698186728508,526.5013650377045,1.9767921818794674,1.0
0.888334083867665,0.0002773072870351379,0.15193597317642774,0.0009632523377384178,0.0010690047994949866,0.6619779434304559,0.03458904779768195,0.15328324298898643,0.153040083159092,0.9927854849535301,0.1718942557277542,0.6317812738339545,0.00010561165009184459,0.0006143989491953246,2.9854229142273123,0.82
